2025/09/21 16:00更新,#genre#
CGTN西班牙语,http://183.236.43.98:4013/udp/239.77.0.221:5146
睛彩篮球,http://183.236.43.98:4013/udp/239.77.1.21:5146

广西电信-组播2,#genre#
广西卫视,http://171.104.106.168:50112/udp/239.81.0.107:4056
广西综艺旅游,http://171.104.106.168:50112/udp/239.81.0.214:4056
广西影视频道,http://171.104.106.168:50112/udp/239.81.0.250:4056
广西新闻频道,http://171.104.106.168:50112/udp/239.81.0.248:4056
广西国际频道,http://171.104.106.168:50112/udp/239.81.0.8:4056
南宁新闻综合,http://171.104.106.168:50112/udp/239.81.0.241:4056
CCTV-1综合,http://171.104.106.168:50112/udp/239.81.0.102:4056
CCTV-2财经,http://171.104.106.168:50112/udp/239.81.0.115:4056
CCTV-3综艺,http://171.104.106.168:50112/udp/239.81.0.231:4056
CCTV-4中文国际,http://171.104.106.168:50112/udp/239.81.0.96:4056
CCTV-5体育,http://171.104.106.168:50112/udp/239.81.0.232:4056
CCTV-7国防军事,http://171.104.106.168:50112/udp/239.81.0.116:4056
CCTV-8电视剧,http://171.104.106.168:50112/udp/239.81.0.234:4056
CCTV-9纪录,http://171.104.106.168:50112/udp/239.81.0.117:4056
CCTV-15音乐,http://171.104.106.168:50112/udp/239.81.0.230:4056
东方卫视,http://171.104.106.168:50112/udp/239.81.0.111:4056
安徽卫视,http://171.104.106.168:50112/udp/239.81.0.211:4056
山东卫视,http://171.104.106.168:50112/udp/239.81.0.114:4056
四川卫视,http://171.104.106.168:50112/udp/239.81.0.130:4056
深圳卫视,http://171.104.106.168:50112/udp/239.81.0.103:4056
湖北卫视,http://171.104.106.168:50112/udp/239.81.0.112:4056
江西卫视,http://171.104.106.168:50112/udp/239.81.0.204:4056
贵州卫视,http://171.104.106.168:50112/udp/239.81.0.95:4056
辽宁卫视,http://171.104.106.168:50112/udp/239.81.0.210:4056
甘肃卫视,http://171.104.106.168:50112/udp/239.81.0.207:4056
重庆卫视,http://171.104.106.168:50112/udp/239.81.0.47:4056
吉林卫视,http://171.104.106.168:50112/udp/239.81.0.58:4056
陕西卫视,http://171.104.106.168:50112/udp/239.81.0.89:4056
宁夏卫视,http://171.104.106.168:50112/udp/239.81.0.60:4056
内蒙古卫视,http://171.104.106.168:50112/udp/239.81.0.54:4056
青海卫视,http://171.104.106.168:50112/udp/239.81.0.53:4056
新疆卫视,http://171.104.106.168:50112/udp/239.81.0.46:4056
西藏卫视,http://171.104.106.168:50112/udp/239.81.0.55:4056
大湾区卫视,http://171.104.106.168:50112/udp/239.81.0.32:4056
厦门卫视,http://171.104.106.168:50112/udp/239.81.0.212:4056
兵团卫视,http://171.104.106.168:50112/udp/239.81.0.213:4056
卡酷动画,http://171.104.106.168:50112/udp/239.81.0.62:4056
金鹰卡通,http://171.104.106.168:50112/udp/239.81.0.61:4056
新动漫,http://171.104.106.168:50112/udp/239.81.0.235:4056
电竞游戏,http://171.104.106.168:50112/udp/239.81.0.202:4056
CETV1,http://171.104.106.168:50112/udp/239.81.0.92:4056
CETV2,http://171.104.106.168:50112/udp/239.81.0.245:4056
CETV4,http://171.104.106.168:50112/udp/239.81.0.246:4056
CGTN,http://171.104.106.168:50112/udp/239.81.0.28:4056
南宁影视娱乐,http://171.104.106.168:50112/udp/239.81.0.128:4056
南宁公共频道,http://171.104.106.168:50112/udp/239.81.0.129:4056
南宁文旅生活,http://171.104.106.168:50112/udp/239.81.0.127:4056
柳州新闻,http://171.104.106.168:50112/udp/239.81.0.134:4056
北海新闻,http://171.104.106.168:50112/udp/239.81.0.136:4056
玉林新闻,http://171.104.106.168:50112/udp/239.81.0.138:4056
贺州新闻,http://171.104.106.168:50112/udp/239.81.0.137:4056
桂林新闻,http://171.104.106.168:50112/udp/239.81.0.135:4056
华数爱上4K,http://171.104.106.168:50112/udp/239.81.0.123:4056
广西IPTV8,http://171.104.106.168:50112/udp/239.81.0.208:4056
IPTV6电影,http://171.104.106.168:50112/udp/239.81.0.100:4056
IPTV12,http://171.104.106.168:50112/udp/239.81.0.124:4056

广西电信-组播3,#genre#
广西卫视,http://222.218.122.56:8188/udp/239.81.0.107:4056
广西综艺旅游,http://222.218.122.56:8188/udp/239.81.0.214:4056
广西影视频道,http://222.218.122.56:8188/udp/239.81.0.250:4056
广西新闻频道,http://222.218.122.56:8188/udp/239.81.0.248:4056
广西都市频道,http://222.218.122.56:8188/udp/239.81.0.247:4056
广西国际频道,http://222.218.122.56:8188/udp/239.81.0.8:4056
广西移动电视,http://222.218.122.56:8188/udp/239.81.0.10:4056
南宁新闻综合,http://222.218.122.56:8188/udp/239.81.0.241:4056
CCTV-1综合,http://222.218.122.56:8188/udp/239.81.0.102:4056
CCTV-2财经,http://222.218.122.56:8188/udp/239.81.0.115:4056
CCTV-3综艺,http://222.218.122.56:8188/udp/239.81.0.231:4056
CCTV-4中文国际,http://222.218.122.56:8188/udp/239.81.0.96:4056
CCTV-5体育,http://222.218.122.56:8188/udp/239.81.0.232:4056
CCTV-6电影,http://222.218.122.56:8188/udp/239.81.0.233:4056
CCTV-7国防军事,http://222.218.122.56:8188/udp/239.81.0.116:4056
CCTV-8电视剧,http://222.218.122.56:8188/udp/239.81.0.234:4056
CCTV-9纪录,http://222.218.122.56:8188/udp/239.81.0.117:4056
CCTV-10科教,http://222.218.122.56:8188/udp/239.81.0.118:4056
CCTV-11戏曲,http://222.218.122.56:8188/udp/239.81.0.229:4056
CCTV-12社会与法,http://222.218.122.56:8188/udp/239.81.0.119:4056
CCTV-13新闻,http://222.218.122.56:8188/udp/239.81.0.206:4056
CCTV-14少儿,http://222.218.122.56:8188/udp/239.81.0.120:4056
CCTV-15音乐,http://222.218.122.56:8188/udp/239.81.0.230:4056
CCTV-17农业农村,http://222.218.122.56:8188/udp/239.81.0.228:4056
CCTV-5+体育赛事,http://222.218.122.56:8188/udp/239.81.0.101:4056
北京卫视,http://222.218.122.56:8188/udp/239.81.0.109:4056
天津卫视,http://222.218.122.56:8188/udp/239.81.0.113:4056
东方卫视,http://222.218.122.56:8188/udp/239.81.0.111:4056
浙江卫视,http://222.218.122.56:8188/udp/239.81.0.108:4056
安徽卫视,http://222.218.122.56:8188/udp/239.81.0.211:4056
江苏卫视,http://222.218.122.56:8188/udp/239.81.0.106:4056
山东卫视,http://222.218.122.56:8188/udp/239.81.0.114:4056
广东卫视,http://222.218.122.56:8188/udp/239.81.0.104:4056
四川卫视,http://222.218.122.56:8188/udp/239.81.0.130:4056
深圳卫视,http://222.218.122.56:8188/udp/239.81.0.103:4056
湖南卫视,http://222.218.122.56:8188/udp/239.81.0.110:4056
湖北卫视,http://222.218.122.56:8188/udp/239.81.0.112:4056
河北卫视,http://222.218.122.56:8188/udp/239.81.0.94:4056
江西卫视,http://222.218.122.56:8188/udp/239.81.0.204:4056
东南卫视,http://222.218.122.56:8188/udp/239.81.0.215:4056
贵州卫视,http://222.218.122.56:8188/udp/239.81.0.95:4056
辽宁卫视,http://222.218.122.56:8188/udp/239.81.0.210:4056
黑龙江卫视,http://222.218.122.56:8188/udp/239.81.0.105:4056
甘肃卫视,http://222.218.122.56:8188/udp/239.81.0.207:4056
重庆卫视,http://222.218.122.56:8188/udp/239.81.0.47:4056
吉林卫视,http://222.218.122.56:8188/udp/239.81.0.58:4056
陕西卫视,http://222.218.122.56:8188/udp/239.81.0.89:4056
山西卫视,http://222.218.122.56:8188/udp/239.81.0.49:4056
河南卫视,http://222.218.122.56:8188/udp/239.81.0.44:4056
宁夏卫视,http://222.218.122.56:8188/udp/239.81.0.60:4056
内蒙古卫视,http://222.218.122.56:8188/udp/239.81.0.54:4056
青海卫视,http://222.218.122.56:8188/udp/239.81.0.53:4056
西藏卫视,http://222.218.122.56:8188/udp/239.81.0.55:4056
云南卫视,http://222.218.122.56:8188/udp/239.81.0.45:4056
海南卫视,http://222.218.122.56:8188/udp/239.81.0.48:4056
三沙卫视,http://222.218.122.56:8188/udp/239.81.0.242:4056
大湾区卫视,http://222.218.122.56:8188/udp/239.81.0.32:4056
厦门卫视,http://222.218.122.56:8188/udp/239.81.0.212:4056
兵团卫视,http://222.218.122.56:8188/udp/239.81.0.213:4056
山东教育卫视,http://222.218.122.56:8188/udp/239.81.0.93:4056
嘉佳卡通,http://222.218.122.56:8188/udp/239.81.0.64:4056
卡酷动画,http://222.218.122.56:8188/udp/239.81.0.62:4056
金鹰卡通,http://222.218.122.56:8188/udp/239.81.0.61:4056
新动漫,http://222.218.122.56:8188/udp/239.81.0.235:4056
电竞游戏,http://222.218.122.56:8188/udp/239.81.0.202:4056
CETV1,http://222.218.122.56:8188/udp/239.81.0.92:4056
CETV2,http://222.218.122.56:8188/udp/239.81.0.245:4056
CETV4,http://222.218.122.56:8188/udp/239.81.0.246:4056
CGTN,http://222.218.122.56:8188/udp/239.81.0.28:4056
南宁影视娱乐,http://222.218.122.56:8188/udp/239.81.0.128:4056
南宁公共频道,http://222.218.122.56:8188/udp/239.81.0.129:4056
南宁文旅生活,http://222.218.122.56:8188/udp/239.81.0.127:4056
柳州新闻,http://222.218.122.56:8188/udp/239.81.0.134:4056
北海新闻,http://222.218.122.56:8188/udp/239.81.0.136:4056
玉林新闻,http://222.218.122.56:8188/udp/239.81.0.138:4056
贺州新闻,http://222.218.122.56:8188/udp/239.81.0.137:4056
桂林新闻,http://222.218.122.56:8188/udp/239.81.0.135:4056
华数爱上4K,http://222.218.122.56:8188/udp/239.81.0.123:4056
广西IPTV7,http://222.218.122.56:8188/udp/239.81.0.253:4056
广西IPTV8,http://222.218.122.56:8188/udp/239.81.0.208:4056
IPTV6电影,http://222.218.122.56:8188/udp/239.81.0.100:4056
IPTV12,http://222.218.122.56:8188/udp/239.81.0.124:4056

广西电信-组播4,#genre#
广西卫视,http://222.83.161.79:9003/udp/239.81.0.107:4056
广西综艺旅游,http://222.83.161.79:9003/udp/239.81.0.214:4056
广西影视频道,http://222.83.161.79:9003/udp/239.81.0.250:4056
广西新闻频道,http://222.83.161.79:9003/udp/239.81.0.248:4056
广西都市频道,http://222.83.161.79:9003/udp/239.81.0.247:4056
CCTV-2财经,http://222.83.161.79:9003/udp/239.81.0.115:4056
CCTV-3综艺,http://222.83.161.79:9003/udp/239.81.0.231:4056
CCTV-4中文国际,http://222.83.161.79:9003/udp/239.81.0.96:4056
CCTV-5体育,http://222.83.161.79:9003/udp/239.81.0.232:4056
CCTV-7国防军事,http://222.83.161.79:9003/udp/239.81.0.116:4056
CCTV-8电视剧,http://222.83.161.79:9003/udp/239.81.0.234:4056
CCTV-9纪录,http://222.83.161.79:9003/udp/239.81.0.117:4056
CCTV-17农业农村,http://222.83.161.79:9003/udp/239.81.0.228:4056
CCTV-5+体育赛事,http://222.83.161.79:9003/udp/239.81.0.101:4056
北京卫视,http://222.83.161.79:9003/udp/239.81.0.109:4056
东方卫视,http://222.83.161.79:9003/udp/239.81.0.111:4056
安徽卫视,http://222.83.161.79:9003/udp/239.81.0.211:4056
江苏卫视,http://222.83.161.79:9003/udp/239.81.0.106:4056
山东卫视,http://222.83.161.79:9003/udp/239.81.0.114:4056
湖南卫视,http://222.83.161.79:9003/udp/239.81.0.110:4056
湖北卫视,http://222.83.161.79:9003/udp/239.81.0.112:4056
河北卫视,http://222.83.161.79:9003/udp/239.81.0.94:4056
江西卫视,http://222.83.161.79:9003/udp/239.81.0.204:4056
辽宁卫视,http://222.83.161.79:9003/udp/239.81.0.210:4056
黑龙江卫视,http://222.83.161.79:9003/udp/239.81.0.105:4056
甘肃卫视,http://222.83.161.79:9003/udp/239.81.0.207:4056
山西卫视,http://222.83.161.79:9003/udp/239.81.0.49:4056
河南卫视,http://222.83.161.79:9003/udp/239.81.0.44:4056
宁夏卫视,http://222.83.161.79:9003/udp/239.81.0.60:4056
新疆卫视,http://222.83.161.79:9003/udp/239.81.0.46:4056
西藏卫视,http://222.83.161.79:9003/udp/239.81.0.55:4056
云南卫视,http://222.83.161.79:9003/udp/239.81.0.45:4056
海南卫视,http://222.83.161.79:9003/udp/239.81.0.48:4056
大湾区卫视,http://222.83.161.79:9003/udp/239.81.0.32:4056
厦门卫视,http://222.83.161.79:9003/udp/239.81.0.212:4056
兵团卫视,http://222.83.161.79:9003/udp/239.81.0.213:4056
山东教育卫视,http://222.83.161.79:9003/udp/239.81.0.93:4056
嘉佳卡通,http://222.83.161.79:9003/udp/239.81.0.64:4056
卡酷动画,http://222.83.161.79:9003/udp/239.81.0.62:4056
电竞游戏,http://222.83.161.79:9003/udp/239.81.0.202:4056
CETV1,http://222.83.161.79:9003/udp/239.81.0.92:4056
CETV2,http://222.83.161.79:9003/udp/239.81.0.245:4056
CETV4,http://222.83.161.79:9003/udp/239.81.0.246:4056
CGTN,http://222.83.161.79:9003/udp/239.81.0.28:4056
南宁影视娱乐,http://222.83.161.79:9003/udp/239.81.0.128:4056
柳州新闻,http://222.83.161.79:9003/udp/239.81.0.134:4056
北海新闻,http://222.83.161.79:9003/udp/239.81.0.136:4056
贺州新闻,http://222.83.161.79:9003/udp/239.81.0.137:4056
桂林新闻,http://222.83.161.79:9003/udp/239.81.0.135:4056
华数爱上4K,http://222.83.161.79:9003/udp/239.81.0.123:4056
IPTV6电影,http://222.83.161.79:9003/udp/239.81.0.100:4056
IPTV12,http://222.83.161.79:9003/udp/239.81.0.124:4056

云南电信-组播2,#genre#
云南卫视,http://106.59.3.88:55555/rtp/239.200.200.145:8840
云南都市频道,http://106.59.3.88:55555/rtp/239.200.200.12:8844
云南娱乐频道,http://106.59.3.88:55555/rtp/239.200.200.13:8848
云南康旅频道,http://106.59.3.88:55555/rtp/239.200.200.31:8860
禄丰市电视台,http://106.59.3.88:55555/rtp/239.200.200.163:8798
CCTV-1综合,http://106.59.3.88:55555/rtp/239.200.200.2:8080#http://106.59.3.88:55555/rtp/239.200.200.14:8852#http://106.59.3.88:55555/rtp/239.200.201.45:8800#http://106.59.3.88:55555/rtp/239.200.200.117:8712
CCTV-5体育,http://106.59.3.88:55555/udp/239.200.200.20:9016
CCTV-5+体育赛事,http://106.59.3.88:55555/rtp/239.200.200.9:8004
CCTV-7国防军事,http://106.59.3.88:55555/udp/239.200.200.105:8104
CCTV-10科教,http://106.59.3.88:55555/rtp/239.200.200.107:8116
CCTV-11戏曲,http://106.59.3.88:55555/rtp/239.200.201.125:8480
CCTV-15音乐,http://106.59.3.88:55555/rtp/239.200.201.112:8496
CHC影迷电影,http://106.59.3.88:55555/rtp/239.200.201.34:8148
CHC家庭影院,http://106.59.3.88:55555/rtp/239.200.201.30:8140
CCTV第一剧场,http://106.59.3.88:55555/rtp/239.200.200.82:8004
CCTV电视指南,http://106.59.3.88:55555/rtp/239.200.200.83:8000
CCTV风云剧场,http://106.59.3.88:55555/rtp/239.200.200.84:8016
CCTV风云足球,http://106.59.3.88:55555/rtp/239.200.200.88:8020
CCTV央视台球,http://106.59.3.88:55555/rtp/239.200.200.135:8076
东方卫视,http://106.59.3.88:55555/udp/239.200.200.8:8032
湖北卫视,http://106.59.3.88:55555/rtp/239.200.200.68:8772
江苏卫视,http://106.59.3.88:55555/udp/239.200.200.7:8028
江西卫视,http://106.59.3.88:55555/udp/239.200.201.79:8876
广东卫视,http://106.59.3.88:55555/udp/239.200.201.35:8768
河南卫视,http://106.59.3.88:55555/udp/239.200.201.158:8412
辽宁卫视,http://106.59.3.88:55555/udp/239.200.200.167:8736
广西卫视,http://106.59.3.88:55555/rtp/239.200.200.53:8280
重庆卫视,http://106.59.3.88:55555/rtp/239.200.200.49:8264
宁夏卫视,http://106.59.3.88:55555/rtp/239.200.200.60:8308
西藏卫视,http://106.59.3.88:55555/rtp/239.200.200.61:8312
三沙卫视,http://106.59.3.88:55555/rtp/239.200.201.136:8140
CETV2,http://106.59.3.88:55555/rtp/239.200.201.121:8780
CGTN英语,http://106.59.3.88:55555/udp/239.200.200.30:8500#http://106.59.3.88:55555/udp/239.200.201.182:4220
CGTN西班牙语,http://106.59.3.88:55555/udp/239.200.201.184:4220
CGTN法语,http://106.59.3.88:55555/rtp/239.200.201.185:4220
北京纪实科教,http://106.59.3.88:55555/rtp/239.200.200.147:8728
河南梨园频道,http://106.59.3.88:55555/rtp/239.200.200.101:8048
河南文物宝库,http://106.59.3.88:55555/rtp/239.200.200.96:8112
河南武术世界,http://106.59.3.88:55555/rtp/239.200.200.90:8064
华数电视剧2,http://106.59.3.88:55555/udp/239.200.200.74:9012
卡酷少儿,http://106.59.3.88:55555/rtp/239.200.200.64:8324
新动漫,http://106.59.3.88:55555/rtp/239.200.201.32:4120
重庆汽摩,http://106.59.3.88:55555/rtp/239.200.200.98:8052
IPTV6,http://106.59.3.88:55555/udp/239.200.201.81:4120
IPTV10,http://106.59.3.88:55555/rtp/239.200.200.80:1234

天津电信-组播1,#genre#
天津卫视,http://180.213.170.24:8188/rtp/239.5.1.1:5000
天津新闻频道,http://180.213.170.24:8188/rtp/239.5.1.30:5000
天津都市频道,http://180.213.170.24:8188/rtp/239.5.1.27:5000
天津体育频道,http://180.213.170.24:8188/rtp/239.5.1.3:5000
天津教育频道,http://180.213.170.24:8188/rtp/239.5.1.29:5000
天视文旅频道,http://180.213.170.24:8188/rtp/239.5.1.116:5000
天津购物频道,http://180.213.170.24:8188/rtp/239.5.1.114:5000
蓟州电视台,http://180.213.170.24:8188/rtp/239.5.1.112:5000
滨海1,http://180.213.170.24:8188/rtp/239.5.0.167:5000
滨海2,http://180.213.170.24:8188/rtp/239.5.0.168:5000
CCTV-1综合,http://180.213.170.24:8188/rtp/239.5.1.4:5000
CCTV-2财经,http://180.213.170.24:8188/rtp/239.5.1.5:5000
CCTV-3综艺,http://180.213.170.24:8188/rtp/239.5.1.101:5000
CCTV-4中文国际,http://180.213.170.24:8188/rtp/239.5.1.6:5000
CCTV-5体育,http://180.213.170.24:8188/rtp/239.5.1.102:5000
CCTV-5+体育赛事,http://180.213.170.24:8188/rtp/239.5.1.7:5000
CCTV-6电影,http://180.213.170.24:8188/rtp/239.5.1.103:5000
CCTV-8电视剧,http://180.213.170.24:8188/rtp/239.5.1.104:5000
CCTV-13新闻,http://180.213.170.24:8188/rtp/239.5.1.138:5000
CCTV-14少儿,http://180.213.170.24:8188/rtp/239.5.1.12:5000
CCTV-15音乐,http://180.213.170.24:8188/rtp/239.5.1.139:5000
CCTV-16奥林匹克,http://180.213.170.24:8188/rtp/239.5.1.146:5000
CCTV-17农业农村,http://180.213.170.24:8188/rtp/239.5.1.140:5000
CHC家庭影院,http://180.213.170.24:8188/rtp/239.5.1.50:5000
CHC影迷电影,http://180.213.170.24:8188/rtp/239.5.1.51:5000
CHC动作电影,http://180.213.170.24:8188/rtp/239.5.1.52:5000
CCTV风云足球,http://180.213.170.24:8188/rtp/239.5.1.119:5000
CCTV高尔夫网球,http://180.213.170.24:8188/rtp/239.5.1.120:5000
CCTV第一剧场,http://180.213.170.24:8188/rtp/239.5.1.121:5000
CCTV怀旧剧场,http://180.213.170.24:8188/rtp/239.5.1.122:5000
CCTV风云剧场,http://180.213.170.24:8188/rtp/239.5.1.123:5000
CCTV世界地理,http://180.213.170.24:8188/rtp/239.5.1.124:5000
CCTV兵器科技,http://180.213.170.24:8188/rtp/239.5.1.125:5000
CCTV央视文化精品,http://180.213.170.24:8188/rtp/239.5.1.126:5000
CCTV风云音乐,http://180.213.170.24:8188/rtp/239.5.1.128:5000
CCTV电视指南,http://180.213.170.24:8188/rtp/239.5.1.129:5000
CCTV央视台球,http://180.213.170.24:8188/rtp/239.5.1.130:5000
CCTV卫生健康,http://180.213.170.24:8188/rtp/239.5.1.131:5000
浙江卫视,http://180.213.170.24:8188/rtp/239.5.1.14:5000
北京卫视,http://180.213.170.24:8188/rtp/239.5.1.89:5000
湖南卫视,http://180.213.170.24:8188/rtp/239.5.1.16:5000
深圳卫视,http://180.213.170.24:8188/rtp/239.5.1.19:5000
河北卫视,http://180.213.170.24:8188/rtp/239.5.1.82:5000
吉林卫视,http://180.213.170.24:8188/rtp/239.5.1.83:5000
江西卫视,http://180.213.170.24:8188/rtp/239.5.1.84:5000
贵州卫视,http://180.213.170.24:8188/rtp/239.5.1.85:5000
河南卫视,http://180.213.170.24:8188/rtp/239.5.1.109:5000
广西卫视,http://180.213.170.24:8188/rtp/239.5.1.110:5000
海南卫视,http://180.213.170.24:8188/rtp/239.5.1.111:5000
上海动漫秀场,http://180.213.170.24:8188/rtp/239.5.1.35:5000
上海游戏风云,http://180.213.170.24:8188/rtp/239.5.1.36:5000
上海欢笑剧场,http://180.213.170.24:8188/rtp/239.5.1.39:5000
河南梨园频道,http://180.213.170.24:8188/rtp/239.5.1.148:5000
河南文物宝库,http://180.213.170.24:8188/rtp/239.5.1.149:5000
茶频道,http://180.213.170.24:8188/rtp/239.5.1.68:5000
羽球精品赛事,http://180.213.170.24:8188/rtp/239.5.1.66:5000
IPTV赛事频道,http://180.213.170.24:8188/rtp/239.5.1.48:5000
CETV早期教育,http://180.213.170.24:8188/rtp/239.5.1.144:5000
大港油田企业频道,http://180.213.170.24:8188/rtp/239.5.1.135:5000
卡酷少儿,http://180.213.170.24:8188/rtp/239.5.0.58:5000
新动漫,http://180.213.170.24:8188/rtp/239.5.0.109:5000
先锋乒羽,http://180.213.170.24:8188/rtp/239.5.0.112:5000
山东教育卫视,http://180.213.170.24:8188/rtp/239.5.0.141:5000
重庆汽摩频道,http://180.213.170.24:8188/rtp/239.5.0.88:5000
中华美食,http://180.213.170.24:8188/rtp/239.5.1.53:5000
文艺广播,http://180.213.170.24:8188/rtp/239.5.0.113:5000
经济广播,http://180.213.170.24:8188/rtp/239.5.0.114:5000
新闻广播,http://180.213.170.24:8188/rtp/239.5.0.115:5000
生活广播,http://180.213.170.24:8188/rtp/239.5.0.116:5000
交通广播,http://180.213.170.24:8188/rtp/239.5.0.117:5000
相声广播,http://180.213.170.24:8188/rtp/239.5.0.118:5000
小说广播,http://180.213.170.24:8188/rtp/239.5.0.119:5000
滨海广播,http://180.213.170.24:8188/rtp/239.5.0.120:5000
音乐广播,http://180.213.170.24:8188/rtp/239.5.0.121:5000
动听885,http://180.213.170.24:8188/rtp/239.5.0.122:5000

内蒙古电信-组播1,#genre#
内蒙古卫视,http://111.127.156.228:51234/rtp/239.29.0.2:5000
内蒙古蒙语频道,http://111.127.156.228:51234/rtp/239.29.0.210:5000
内蒙古经济生活,http://111.127.156.228:51234/rtp/239.29.0.212:5000
内蒙古新闻综合,http://111.127.156.228:51234/rtp/239.29.0.208:5000
内蒙古文体娱乐,http://111.127.156.228:51234/rtp/239.29.0.211:5000
内蒙古农牧频道,http://111.127.156.228:51234/rtp/239.29.0.209:5000
内蒙古少儿频道,http://111.127.156.228:51234/rtp/239.29.0.207:5000
CCTV-1综合,http://111.127.156.228:51234/rtp/239.29.0.113:5000
CCTV-2财经,http://111.127.156.228:51234/rtp/239.29.0.116:5000
CCTV-3综艺,http://111.127.156.228:51234/rtp/239.29.1.133:5000
CCTV-4中文国际,http://111.127.156.228:51234/rtp/239.29.0.87:5000
CCTV-5体育,http://111.127.156.228:51234/rtp/239.29.1.134:5000
CCTV-5+体育赛事,http://111.127.156.228:51234/rtp/239.29.1.10:5001
CCTV-6电影,http://111.127.156.228:51234/rtp/239.29.1.135:5000
CCTV-7国防军事,http://111.127.156.228:51234/rtp/239.29.0.117:5000
CCTV-8电视剧,http://111.127.156.228:51234/rtp/239.29.1.136:5000
CCTV-9纪录,http://111.127.156.228:51234/rtp/239.29.0.118:5000
CCTV-10科教,http://111.127.156.228:51234/rtp/239.29.0.119:5000
CCTV-11戏曲,http://111.127.156.228:51234/rtp/239.29.0.205:5000
CCTV-12社会与法,http://111.127.156.228:51234/rtp/239.29.0.120:5000
CCTV-13新闻,http://111.127.156.228:51234/rtp/239.29.1.123:5000
CCTV-14少儿,http://111.127.156.228:51234/rtp/239.29.0.121:5000
CCTV-15音乐,http://111.127.156.228:51234/rtp/239.29.0.206:5000
CCTV-16奥林匹克,http://111.127.156.228:51234/rtp/239.29.1.146:5000
CCTV-16奥林匹克4K,http://111.127.156.228:51234/rtp/239.29.1.149:5000
CCTV-17农业农村,http://111.127.156.228:51234/rtp/239.29.1.145:5000
北京卫视,http://111.127.156.228:51234/rtp/239.29.0.108:5000
天津卫视,http://111.127.156.228:51234/rtp/239.29.0.98:5000
湖南卫视,http://111.127.156.228:51234/rtp/239.29.0.90:5000
湖北卫视,http://111.127.156.228:51234/rtp/239.29.0.107:5000
东方卫视,http://111.127.156.228:51234/rtp/239.29.0.97:5000
江苏卫视,http://111.127.156.228:51234/rtp/239.29.0.102:5000
浙江卫视,http://111.127.156.228:51234/rtp/239.29.0.96:5000
山东卫视,http://111.127.156.228:51234/rtp/239.29.0.106:5000
安徽卫视,http://111.127.156.228:51234/rtp/239.29.0.81:5000
东南卫视,http://111.127.156.228:51234/rtp/239.29.0.103:5000
广东卫视,http://111.127.156.228:51234/rtp/239.29.0.123:5000
辽宁卫视,http://111.127.156.228:51234/rtp/239.29.0.109:5000
吉林卫视,http://111.127.156.228:51234/rtp/239.29.1.125:5000
贵州卫视,http://111.127.156.228:51234/rtp/239.29.0.104:5000
四川卫视,http://111.127.156.228:51234/rtp/239.29.0.100:5000
深圳卫视,http://111.127.156.228:51234/rtp/239.29.0.105:5000
重庆卫视,http://111.127.156.228:51234/rtp/239.29.0.99:5000
河北卫视,http://111.127.156.228:51234/rtp/239.29.0.124:5000
海南卫视,http://111.127.156.228:51234/rtp/239.29.1.126:5000
甘肃卫视,http://111.127.156.228:51234/rtp/239.29.1.124:5000
黑龙江卫视,http://111.127.156.228:51234/rtp/239.29.0.91:5000
河南卫视,http://111.127.156.228:51234/rtp/239.29.1.69:5001
广西卫视,http://111.127.156.228:51234/rtp/239.29.1.57:5001
山西卫视,http://111.127.156.228:51234/rtp/239.29.1.55:5001
陕西卫视,http://111.127.156.228:51234/rtp/239.29.1.86:5001
青海卫视,http://111.127.156.228:51234/rtp/239.29.1.87:5001
西藏卫视,http://111.127.156.228:51234/rtp/239.29.1.79:5001
新疆卫视,http://111.127.156.228:51234/rtp/239.29.1.59:5001
兵团卫视,http://111.127.156.228:51234/rtp/239.29.1.34:5001
CETV1,http://111.127.156.228:51234/rtp/239.29.0.95:5000
CETV2,http://111.127.156.228:51234/rtp/239.29.0.139:5000
CCTV-4欧洲,http://111.127.156.228:51234/rtp/239.29.1.144:5000
CCTV-4美洲,http://111.127.156.228:51234/rtp/239.29.1.142:5000
CGTN英语,http://111.127.156.228:51234/rtp/239.29.1.143:5000
山东教育卫视,http://111.127.156.228:51234/rtp/239.29.1.96:5001
北京纪实科教,http://111.127.156.228:51234/rtp/239.29.0.110:5000
北京卡酷少儿,http://111.127.156.228:51234/rtp/239.29.1.41:5001
金鹰纪实,http://111.127.156.228:51234/rtp/239.29.0.92:5000
金鹰卡通,http://111.127.156.228:51234/rtp/239.29.1.85:5001
嘉佳卡通,http://111.127.156.228:51234/rtp/239.29.0.126:5000
呼市新闻综合,http://111.127.156.228:51234/rtp/239.29.0.35:5000
呼市影视娱乐,http://111.127.156.228:51234/rtp/239.29.0.37:5000
包头经济频道,http://111.127.156.228:51234/rtp/239.29.0.204:5000
包头生活服务,http://111.127.156.228:51234/rtp/239.29.0.112:5000
包头新闻综合,http://111.127.156.228:51234/rtp/239.29.0.111:5000
乌海新闻综合,http://111.127.156.228:51234/rtp/239.29.0.11:5000
乌海都市生活,http://111.127.156.228:51234/rtp/239.29.0.12:5000
赤峰新闻综合,http://111.127.156.228:51234/rtp/239.29.0.13:5000
赤峰经济服务,http://111.127.156.228:51234/rtp/239.29.0.14:5000
赤峰影视娱乐,http://111.127.156.228:51234/rtp/239.29.0.15:5000
通辽城市服务,http://111.127.156.228:51234/rtp/239.29.0.42:5000
