,#genre#

甘肃,#genre#
甘肃天水综合,https://ls.qingting.fm/live/20460/64k.m3u8
庆阳综合频道,https://play.kankanlive.com/live/1700643403411931.m3u8
平凉新闻综合频道,https://play.kankanlive.com/live/1694661314645984.m3u8#rtmp://play.kankanlive.com/live/1694661314645984#https://play.kankanlive.com/live/1694661314645984.m3u8#rtmp://play.kankanlive.com/live/1694661314645984#rtmp://play.kankanlive.com/live/1694661314645984
平凉新闻综合,https://play.kankanlive.com/live/1694661314645984.m3u8
武威新闻综合,rtmp://play.kankanlive.com/live/1693539781636986#rtmp://play.kankanlive.com/live/1693539781636986#@https://play.kankanlive.com/live/1693539781636986.m3u8
酒泉综合频道,https://3ee63cd9178a070a2db29f77915c49d4.livehwc3.cn/play.kankanlive.com/live/1702033926169975.m3u8#https://play.kankanlive.com/live/1702033926169975.m3u8
酒泉新闻综合频道,https://3ee63cd9178a070a2db29f77915c49d4.livehwc3.cn/play.kankanlive.com/live/1702033926169975.m3u8#rtmp://play.kankanlive.com/live/1702033926169975#@https://play.kankanlive.com/live/1702033926169975.m3u8#https://3ee63cd9178a070a2db29f77915c49d4.livehwc3.cn/play.kankanlive.com/live/1702033926169975.m3u8#rtmp://play.kankanlive.com/live/1702033926169975#rtmp://play.kankanlive.com/live/1702033926169975#@https://play.kankanlive.com/live/1702033926169975.m3u8
嘉峪关公共,http://play.kankanlive.com/live/1690854414503922.m3u8
嘉峪关综合,http://play.kankanlive.com/live/1690854462058921.m3u8
嘉峪关新闻,rtmp://live.ahsz.tv/video/s10001-szzh
兰州公共频道,https://hls.gstv.com.cn/49048r/3t5xyc.m3u8
张掖七彩丹霞,https://gcalic.v.myalicdn.com/gc/zyqcdx01_1/index.m3u8

广西,#genre#
广西桂林新闻综合,https://ls.qingting.fm/live/1759/64k.m3u8
广西柳州综合,https://ls.qingting.fm/live/21043/64k.m3u8
柳州新闻,http://dun.hitu.vip:8181/udp/239.81.0.134:4056#http://nb8.xyz:4000/udp/239.81.0.134:4056#http://zdjian.x3322.net:18888/rtp/239.81.0.134:4056#http://www.dsmcloud.top:8888/udp/239.81.0.134:4056#http://www.dsmcloud.top:8888/udp/239.81.0.175:4056$玉林电信#http://www.dsmcloud.top:8888/rtp/239.81.0.175:4056?$广西玉林电信
柳州科教,http://ls.qingting.fm/live/2212959.m3u8广东影视#https://ls.qingting.fm/live/2212959.m3u8广东影视
玉林新闻综合,http://ls.qingting.fm/live/4866.m3u8#https://ls.qingting.fm/live/4866.m3u8
玉林新闻,http://dun.hitu.vip:8181/udp/239.81.0.138:4056#http://zdjian.x3322.net:18888/rtp/239.81.0.138:4056#http://nb8.xyz:4000/udp/239.81.0.138:4056#http://www.dsmcloud.top:8888/rtp/239.81.0.177:4056?$广西电信备线3
广西贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8?fbl=#https://ls.qingting.fm/live/5043/64k.m3u8#http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8?fbl=$HZYD超清#http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8?fbl=$超清
贺州综合,http://zhz.gxhzxw.com:2935/live/HZXW-HD/playlist.m3u8#http://www.dsmcloud.top:8888/rtp/239.81.0.163:4056?$广西电信备线3
来宾新闻荟萃,http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8#@http://zb.lbnews.com.cn:1935/live/xwhc.stream/playlist.m3u8#http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8#rtmp://zb.gxlbamc.com:1935/live/xwhc.stream#rtmp://zb.gxlbamc.com:1935/live/xwhc.stream
来宾新闻综合,http://zb.gxlbamc.com:1935/live/lbzh.stream/playlist.m3u8#rtmp://zb.gxlbamc.com:1935/live/lbzh.stream#rtmp://zb.gxlbamc.com:1935/live/lbzh.stream
来宾新闻 1080P,http://zb.gxlbamc.com:1935/live/xwhc.stream/playlist.m3u8
贵港新闻,http://www.dsmcloud.top:8888/udp/239.81.0.169:4056
靖西新闻综合,rtmp://live.gxxw.cn/gx/jingxi#rtmp://live.gxrb.com.cn/gx/jingxi#http://live.gxrb.com.cn/gx/jingxi/index.m3u8#rtmp://live.gxrb.com.cn/gx/jingxi#rtmp://live.gxxw.cn/gx/jingxi#https://live.gxrb.com.cn/gx/jingxi/index.m3u8#rtmp://live.gxrb.com.cn/gx/jingxi#rtmp://live.gxxw.cn/gx/jingxi
靖西电视台,http://live.gxrb.com.cn/gx/jingxi/index.m3u8#https://live.gxrb.com.cn/gx/jingxi/index.m3u8
梧州新闻综合频道,http://live.wzrtv.cn:80/xwzh1/sd/live.m3u8
北海新闻综合频道,https://live.gxrb.com.cn/gx/beihai/index.m3u8
北海新闻综合,http://live.gxrb.com.cn/gx/beihai/index.m3u8#rtmp://live.gxrb.com.cn/gx/beihai#rtmp://live.gxxw.cn/gx/beihai#https://live.gxrb.com.cn/gx/beihai/index.m3u8#EXTM3U#https://live.gxrb.com.cn/gx/beihai/index.m3u8#EXTINF:-1#http://live.gxrb.com.cn/gx/beihai/index.m3u8#rtmp://live.gxrb.com.cn/gx/beihai#rtmp://live.gxxw.cn/gx/beihai#https://live.gxrb.com.cn/gx/beihai/index.m3u8#rtmp://live.gxrb.com.cn/gx/beihai#rtmp://live.gxxw.cn/gx/beihai#https://live.gxrb.com.cn/gx/beihai/index.m3u8#EXTINF
北海新闻,http://dun.hitu.vip:8181/udp/239.81.0.136:4056#http://zdjian.x3322.net:18888/rtp/239.81.0.136:4056#http://nb8.xyz:4000/udp/239.81.0.136:4056#http://www.dsmcloud.top:8888/rtp/239.81.0.154:4056?$广西电信备线3
南宁影视娱乐,https://hls.nntv.cn/nnlive/YSYL_244.m3u8
南宁影视娱乐频道,http://hls.nntv.cn/nnlive/YSYL_244.m3u8
广西南宁综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8?fbl=$高清
南宁新闻综合频道,http://hls.nntv.cn/nnlive/XWZH_24.m3u8
南宁新闻综合,https://hls.nntv.cn/nnlive/XWZH_24.m3u8#https://hls.nntv.cn/nnlive/XWZH_24.m3u8#@rtmp://rtmp.nntv.cn/nnlive/NNTV_NEWS_A#https://hls.nntv.cn/nnlive/XWZH_24.m3u8#rtmp://rtmp.nntv.cn/nnlive/NNTV_NEWS_A#https://hls.nntv.cn/nnlive/XWZH_24.m3u8#rtmp://rtmp:.nntv.cn/nnlive/NNTV_NEWS_A#https://hls.nntv.cn/nnlive/XWZH_24.m3u8#@rtmp://rtmp:.nntv.cn/nnlive/NNTV_NEWS_A
南宁新闻综合高清,rtsp://103.251.96.71/PLTV/88888888/224/3221225844/10000100000000060000000001060839_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135#rtsp://103.251.96.71/PLTV/88888888/224/3221225844/10000100000000060000000001060839_0.smil
南宁新闻综合广播FM101.4,http://ls.qingting.fm/live/61208.m3u8?aac#https://ls.qingting.fm/live/61208.m3u8?aac
南宁新闻,http://dun.hitu.vip:8181/udp/239.81.0.126:4056#http://www.dsmcloud.top:8888/udp/239.81.0.126:4056#http://zdjian.x3322.net:18888/rtp/239.81.0.126:4056#http://nb8.xyz:4000/udp/239.81.0.126:4056
广西玉林大容山莲花山顶,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
广西桂林漓江景区,https://gcalic.v.myalicdn.com/gc/gllj01_1/index.m3u8
北海公共,http://221.7.175.127:9901/tsfile/live/1002_1.m3u8?key=txiptv
北海新闻广播 FM93.5,http://ls.qingting.fm/live/85653.m3u8#https://ls.qingting.fm/live/85653.m3u8
广西北海新闻综合,https://ls.qingting.fm/live/20861/64k.m3u8

山西,#genre#
临汾公共,http://live2.lfgdw.cn/lfj2/lfj2.m3u8?auth_key=1737100315-0-0-d9f305436c8d56cd2015d6935d9bb6e0
「山西」高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8?zshanxd
高平综合频道,https://live.gprmt.cn/gpnews/hd/live.m3u8#http://live.gprmt.cn/gpnews/hd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://live.gprmt.cn/gpnews/hd/live.m3u8#https://live.gprmt.cn/gpnews/hd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
&quot;高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8?zshanxd&quot;
山西高平综合,http://live.gprmt.cn/gpnews/hd/live.m3u8?fbl=#http://live.gprmt.cn/gpnews/hd/live.m3u8?fbl=$DFXL流畅#https://live.gprmt.cn/gpnews/hd/live.m3u8?fbl=$DFXL流畅#https://live.gprmt.cn/gpnews/hd/live.m3u8?fbl=
高平综合,http://live.gprmt.cn/gpnews/playlist.m3u8#https://live.gprmt.cn/gpnews/hd/live.m3u8?zshanxd#https://live.gprmt.cn/gpnews/playlist.m3u8
&amp;quot;高平综合,https://live.gprmt.cn/gpnews/hd/live.m3u8?zshanxd&amp;quot;
晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8#http://live.jinnews.com.cn/xwzh/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://live.jinnews.com.cn/xwzh/sd/live.m3u8?#http://live.jinnews.com.cn/xwzh/sd/live.m3u8#@http://live1.jcbctv.com:1935/live/XWZH/1000K/tzwj_video.m3u8#http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd#http://live.jinnews.com.cn/xwzh/playlist.m3u8
山西晋城新闻综合,http://live.jinnews.com.cn/xwzh/sd/live.m3u8?fbl=#http://live.jinnews.com.cn/xwzh/sd/live.m3u8?fbl=$JCLT超清
&quot;晋城新闻,http://live.jinnews.com.cn/xwzh/sd/live.m3u8?zshanxd&quot;
晋城新闻综合广播 FM89.8,http://ls.qingting.fm/live/1188.m3u8#https://ls.qingting.fm/live/1188.m3u8
晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8#@http://live1.jcbctv.com:1935/live/GGPD/1000K/tzwj_video.m3u8#http://live.jinnews.com.cn/ggpd/sd/live.m3u8?#http://live.jinnews.com.cn/ggpd/sd/live.m3u8?zshanxd#http://live.jinnews.com.cn/ggpd/sd/live.m3u8#http://live.jinnews.com.cn/ggpd/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://live.jinnews.com.cn/ggpd/playlist.m3u8
&quot;晋城公共,http://live.jinnews.com.cn/ggpd/sd/live.m3u8?zshanxd&quot;
晋城公共频道,http://access.shuliyun.com:13164/playurl?playtype=live&amp;protocol=hls&amp;accesstoken=GC19726C7V21307D1T6B005F28JD9B307ABM7B62413DICAB7991BK98BDB0&amp;playtoken=ABCDEFGH&amp;programid=4200000193.m3u8
运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?zshanxd#http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?#http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8#http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#https://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?#https://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?zshanxd#https://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
山西运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?fbl=#http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?fbl=$SXYD高清#https://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?fbl=$SXYD高清#https://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?fbl=
&quot;运城科技教育,http://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?zshanxd&quot;
&amp;quot;运城科技教育,https://live.0359tv.com/lsdream/p5eq48m/1000/live.m3u8?zshanxd&amp;quot;
原平综合,https://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8#http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8?#http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8
&quot;原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8?zshanxd&quot;
「山西」原平综合,http://xkmspyxn.live.sxmty.com/live/hls/65072fcc05414062bf02088d2a2a77b2/9da977614b044ef59d11779e997a12f8-1.m3u8?zshanxd
晋中综合广播,http://jzlive.jztvnews.com:90/live/fm1034.m3u8
晋中综合,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?#http://jzlive.jztvnews.com:90/live/jzzh.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://jzlive.jztvnews.com:90/live/jzzh.m3u8#http://jzlive.jztvnews.com:90/live/jzzh.m3u8?#rtmp://jzlive.jztvnews.com:1940/live/jzzh#https://jzlive.jztvnews.com:8210/live/jzzh.m3u8
山西晋中综合,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?fbl=$JCLT超清#http://jzlive.jztvnews.com:90/live/jzzh.m3u8?fbl=
晋中新闻频道,http://jzlive.jztvnews.com:90/live/jzzh.m3u8#@http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8#http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8
「山西」晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd#http://jzlive.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8?zshanxd
&quot;晋中新闻,http://jzlive.jztvnews.com:90/live/jzzh.m3u8?zshanxd&quot;
晋中新闻,http://jzdb.jztvnews.com:83/live/mount_for_ts/jzzh.m3u8
晋中公共,http://jzdb.jztvnews.com:83/live/mount_for_ts/jzgg.m3u8#http://jzlive.jztvnews.com:90/live/jzgg.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://jzlive.jztvnews.com:90/live/jzgg.m3u8?zshanxd#http://jzlive.jztvnews.com:90/live/jzgg.m3u8?#https://jzlive.jztvnews.com:8210/live/jzgg.m3u8#http://jzlive.jztvnews.com:90/live/jzgg.m3u8#rtmp://jzlive.jztvnews.com:1940/live/jzgg#rtmp://jzlive.jztvnews.com:1940/live/jzgg
晋中公共频道,http://jzlive.jztvnews.com:90/live/jzgg.m3u8#@http://jzdb.jztvnews.com:83/live/mount_for_ts/jzgg.m3u8
晋中公共 (1080p) [Not 24/7],http://jzlive.jztvnews.com:90/live/jzgg.m3u8
山西晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8?fbl=#http://jzlive.jztvnews.com:90/live/jzgg.m3u8?fbl=$JCLT超清
&quot;晋中公共,http://jzlive.jztvnews.com:90/live/jzgg.m3u8?zshanxd&quot;
孝义新闻综合,http://sxxydb.chinashadt.com:2036/live/stream:xy1.stream_360p/playlist.m3u8#http://sxxydb.chinashadt.com:2036/live/stream:xy1.stream/playlist.m3u8#http://sxxydb.chinashadt.com:2036/live/stream:xy1.stream/playlist.m3u8#@http://sxxydb.chinashadt.com:2036/live/stream:xy1.stream_360p/playlist.m3u8
「山西」潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?zshanxd
山西潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?fbl=$DFXL超清#http://59.48.42.6:62204/lucheng.m3u8?fbl=
&quot;潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8?zshanxd&quot;
潞城新闻,http://59.48.42.6:62204/lucheng.m3u8?
潞城新闻综合,http://59.48.42.6:62204/lucheng.m3u8#http://59.48.42.6:62204/lucheng.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
长治新闻1,http://live.njgdmm.com/changzhi/cztv1.m3u8
山西长治新闻综合,https://ls.qingting.fm/live/5021874/64k.m3u8
长治新闻综合广播(幸福广播) FM94.3[0*0],http://ls.qingting.fm/live/2702863.m3u8
怀仁综合,https://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc-1.m3u8#https://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8#http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8
「山西」怀仁综合,http://1yp7hc5p.live.sxmty.com/live/hls/bff8529922344209985b6e49baa9555a/efa2543628fc4a7ea93d3d6c975f77dc.m3u8?zshanxd
山西大同新闻综合,https://ls.qingting.fm/live/20211690/64k.m3u8
阳泉新闻综合广播,http://ls.qingting.fm/live/5876899.m3u8?aac
阳泉新闻综合广播[0*0],http://ls.qingting.fm/live/5876899.m3u8
山西太原综合,https://ls.qingting.fm/live/20006/64k.m3u8

福建,#genre#
福建漳州醉美沙滩翡翠湾,https://gcalic.v.myalicdn.com/gc/fcw03_1/index.m3u8
厦门卫视,http://8.138.7.223/tv/bjcckd.php?id=50$设置UA=k#http://220.164.192.48:50085/tsfile/live/1004_1.m3u8#http://221.213.69.82:9901/tsfile/live/0112_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路59』#http://221.213.69.82:9901/tsfile/live/0112_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路154』#http://110.178.52.111:8083/udp/239.1.1.71:8071$LR•IPV4『线路201』#http://221.213.69.82:9901/tsfile/live/0112_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路261』#http://117.161.12.124/live/program/live/xmws/1300000/mnf.m3u8#http://221.0.78.198:1681/hls/10263/index.m3u8#http://www.91dos.cn:4022/rtp/239.61.4.11:1025$LR•IPV4『线路250』#https://stream1.freetv.fun/5da2a85177dcd23a50c3ab9e4cab815050b93d08339747a724575bceef3143bb.m3u8#https://stream1.freetv.fun/d9d95afccb2b63cf3413a6d6c328c65150fe664af371f3c6e1ef2cdae2b68c65.m3u8#http://221.213.69.82:9901/tsfile/live/0115_1.m3u8#http://182.46.8.160:8018/hls/77/index.m3u8#http://221.213.69.82:9901/tsfile/live/0115_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0#http://182.46.8.249:8018/hls/77/index.m3u8#http://221.213.69.82:9901/tsfile/live/0112_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路19』#http://221.213.69.82:9901/tsfile/live/0112_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路16』#http://221.213.69.82:9901/tsfile/live/0112_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路27』#http://221.213.69.82:9901/tsfile/live/0112_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路8』#http://221.213.69.82:9901/tsfile/live/0112_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路37』#http://dassby.qqff.top:99/live/厦门卫视/index.m3u8#http://220.164.192.48:50085/tsfile/live/1004_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路26』#http://220.164.192.48:50085/tsfile/live/1004_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路18』#http://220.164.192.48:50085/tsfile/live/1004_1.m3u8?key=txiptv&amp;playlive=0&amp;authid=0$LR•IPV4『线路10』#http://masiqi.myqnapcloud.com:4022/rtp/239.3.1.143:4120#http://e2.woc.iiiya.cn:8888/rtp/239.61.2.11:8060$福建厦门电信#http://www.zzmd.fun:8888/udp/239.3.1.143:4120#http://ty.19911013.top:8888/rtp/239.253.230.106:8000#http://sgl.vpsyun.cc:4000/udp/239.253.238.106:8000#http://kui.i234.me:4022/udp/232.0.0.160:1234#rtsp://103.251.96.71/PLTV/88888888/224/3221225852/10000100000000060000000001162978_0.smil#rtsp://103.251.96.71/PLTV/88888888/224/3221225852/10000100000000060000000001162978_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135#http://iptv.8t.cx:8180/rtp/239.3.1.143:4120
厦门鼓浪屿,https://gcalic.v.myalicdn.com/gc/gly01_1/index.m3u8
福建龙岩新闻综合,https://ls.qingting.fm/live/20709/64k.m3u8
三明建宁综合,https://p2.weizan.cn/2144741973/075444991326676404/live.m3u8?
三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8?#http://stream.smntv.cn/smtv2/sd/live.m3u8#http://stream.smntv.cn/smtv2/sd/live.m3u8?微信公众号：晴园#http://stream.smntv.cn/smtv2/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://stream.smntv.cn/smtv2/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://stream.smntv.cn/smtv2/playlist.m3u8?
「福建」三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8?zfud
三明公共 (720p) [Not 24/7],http://stream.smntv.cn/smtv2/playlist.m3u8#https://stream.smntv.cn/smtv2/playlist.m3u8
&quot;三明公共频道,http://stream.smntv.cn/smtv2/sd/live.m3u8?zfud&quot;
「福建」三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8?zfud#http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?zfud
三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8#http://ls.qingting.fm/live/4885.m3u8#http://stream.smntv.cn/smtv1/sd/live.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://stream.smntv.cn/smtv1/sd/live.m3u8?微信公众号：晴园#http://stream.smntv.cn/smtv1/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]#http://stream.smntv.cn/smtv1/sd/live.m3u8?#http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8#http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?zfud 三明新闻综合
三明新闻综合 (720p) [Not 24/7],http://stream.smntv.cn/smtv1/playlist.m3u8#https://stream.smntv.cn/smtv1/playlist.m3u8
三明新闻,http://stream.smntv.cn/smtv1/playlist.m3u8?#http://stream.smntv.cn/smtv1/sd/live.m3u8?zfud.
福建三明新闻综合,https://ls.qingting.fm/live/5022100/64k.m3u8#http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?fbl=$SMDX标清#http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?fbl=
三明新闻综合广播,http://ls.qingting.fm/live/3128814.m3u8
&quot;三明新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8?zfud&quot;#http://fjnhdb.chinashadt.com:2036/live/stream:nh2.stream/playlist.m3u8?zfud&quot;
福建&#124;三明新闻综合1,http://fjnhdb.chinashadt.com:2036/live/nh2.stream/playlist.m3u8
漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud#http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
&quot;漳州新闻综合,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8?zfud&quot;
漳州新闻综合 (720p) [Not 24/7],https://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
武夷山综合,http://fjwysdb.chinashadt.com:2036/live/1.stream_360p/playlist.m3u8
武夷山综合频道,http://fjwysdb.chinashadt.com:2036/live/1.stream/playlist.m3u8
福建泉州新闻综合,https://ls.qingting.fm/live/15318346/64k.m3u8
福州影视,http://ls.qingting.fm/live/4911.m3u8
福州综合,http://live.zohi.tv/video/s10001-fztv-1/index.m3u8
福州新闻广播,http://live.zohi.tv/audio/s10001-FM944/index.m3u8
福建福州新闻,https://ls.qingting.fm/live/5025/64k.m3u8
河南安阳新闻综合,https://ls.qingting.fm/live/15318224/64k.m3u8
河南平顶山新闻,https://ls.qingting.fm/live/5022420/64k.m3u8
武夷山文旅茶,http://fjwysdb.chinashadt.com:2036/live/3.stream/playlist.m3u8

天津,#genre#
和平精英赛事,http://tvbox6.icu/tv/migu.php?id=hpjxss
